0.003896654,0.598881259,0.323456057,0.979030201
0.003896654,0.598881259,0.314982943,1
0.003518419,0.599098716,0.306509829,0.979030201
0.003518419,0.59953363,0.298036714,1
0.003140185,0.600186002,0.2895636,0.979030201
0.003140185,0.601055831,0.281090486,1
0.002761951,0.602143117,0.272617372,0.979030201
0.002761951,0.603447861,0.264144258,1
0.002383717,0.604970062,0.255671143,0.979030201
0.002383717,0.60670972,0.247198029,1
0.002005482,0.608666835,0.238724915,0.979030201
0.002005482,0.610841408,0.230251801,1
0.001627248,0.613233438,0.221778686,0.979030201
0.001627248,0.615842925,0.213305572,1
0.001249014,0.618669869,0.204832458,0.979030201
0.001249014,0.621714271,0.196359344,1
0.000870779,0.62497613,0.18788623,0.979030201
0.000870779,0.628455446,0.179413115,1
0.000492545,0.63215222,0.170940001,0.979030201
0.000492545,0.63606645,0.162466887,1
0.000114311,0.640198138,0.154004096,0.975371024
0.000180312,0.644547019,0.145572262,0.989026927
0,0.649112297,0.137191981,0.957097423
0.000395604,0.65389265,0.128883786,0.963475062
0.000676173,0.658886227,0.120668123,0.966238025
0.000906907,0.664090655,0.112565325,0.965408492
0.001152603,0.669503036,0.104595586,0.961013023
0.00147758,0.675119955,0.09677894,0.953082522
0.001945601,0.680937484,0.089135233,0.9416522
0.002619792,0.686951183,0.081684102,0.926761531
0.003562567,0.693156112,0.074444946,0.908454205
0.004835553,0.699546829,0.067436911,0.886778075
0.006499513,0.706117403,0.060678856,0.8617851
0.008614274,0.712861418,0.054189338,0.833531277
0.011238652,0.719771982,0.047986588,0.802076579
0.014430381,0.726841737,0.042088486,0.767484875
0.018246044,0.734062862,0.03651254,0.72982386
0.022741003,0.741427091,0.031275867,0.689164966
0.02796933,0.748925716,0.026395171,0.645583278
0.033983743,0.756549601,0.021886721,0.599157442
0.040835544,0.764289192,0.017766333,0.549969569
0.048574552,0.772134531,0.014049351,0.498105135
0.057249043,0.780075264,0.010750626,0.443652879
0.066905694,0.788100656,0.0078845,0.38670469
0.077589526,0.796199606,0.005464789,0.327355498
0.089343844,0.804360656,0.003504763,0.265703162
0.102210192,0.812572009,0.002017134,0.201848341
0.116228295,0.820821541,0.001014037,0.135894384
0.131436016,0.829096817,0.000507019,0.067947192
0.147869307,0.837385106,0,0
0.165528167,0.845686406,0.008473114,0.020969799
0.182808794,0.85377025,0.016946228,0.041939598
0.199711186,0.861636636,0.025419343,0.062909397
0.216235344,0.869285565,0.033892457,0.083879196
0.232381267,0.876717036,0.042365571,0.104848996
0.248148957,0.883931051,0.050838685,0.125818795
0.263538412,0.890927608,0.0593118,0.146788594
0.278549633,0.897706708,0.067784914,0.167758393
0.29318262,0.90426835,0.076258028,0.188728192
0.307437372,0.910612535,0.084731142,0.209697991
0.32131389,0.916739263,0.093204256,0.23066779
0.334812174,0.922648534,0.101677371,0.251637589
0.347932224,0.928340348,0.110150485,0.272607388
0.360674039,0.933814704,0.118623599,0.293577187
0.37303762,0.939071603,0.127096713,0.314546987
